hex_id,h3_resolution,acceptance_low,acceptance_medium,acceptance_high,data_status,method_version
870802315ffffff,7,0.431,0.599,0.822,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802316ffffff,7,0.218,0.397,0.605,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802318ffffff,7,0.254,0.427,0.606,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802319ffffff,7,0.213,0.367,0.545,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080231affffff,7,0.195,0.353,0.542,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080231bffffff,7,0.298,0.465,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080231cffffff,7,0.268,0.456,0.649,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080231dffffff,7,0.251,0.419,0.638,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080231effffff,7,0.339,0.507,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802320ffffff,7,0.303,0.498,0.707,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802321ffffff,7,0.35,0.503,0.703,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802322ffffff,7,0.152,0.337,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802323ffffff,7,0.233,0.391,0.586,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802324ffffff,7,0.202,0.367,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802325ffffff,7,0.149,0.3,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802326ffffff,7,0.41,0.617,0.795,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802328ffffff,7,0.0,0.164,0.348,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802329ffffff,7,0.177,0.337,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080232affffff,7,0.153,0.356,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080232bffffff,7,0.163,0.322,0.493,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080232cffffff,7,0.337,0.496,0.725,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080232dffffff,7,0.253,0.412,0.602,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080232effffff,7,0.272,0.442,0.657,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802330ffffff,7,0.218,0.39,0.614,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802331ffffff,7,0.239,0.424,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802332ffffff,7,0.146,0.354,0.571,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802333ffffff,7,0.279,0.472,0.657,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802334ffffff,7,0.343,0.537,0.753,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802335ffffff,7,0.411,0.579,0.786,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802336ffffff,7,0.141,0.319,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802340ffffff,7,0.345,0.515,0.696,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802341ffffff,7,0.245,0.408,0.609,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802342ffffff,7,0.211,0.381,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802343ffffff,7,0.171,0.33,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802344ffffff,7,0.131,0.29,0.473,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802345ffffff,7,0.28,0.484,0.704,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802346ffffff,7,0.352,0.502,0.68,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802348ffffff,7,0.147,0.319,0.499,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802349ffffff,7,0.096,0.273,0.458,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080234affffff,7,0.196,0.37,0.542,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080234bffffff,7,0.201,0.36,0.557,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080234cffffff,7,0.13,0.3,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080234dffffff,7,0.447,0.607,0.81,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080234effffff,7,0.177,0.358,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802350ffffff,7,0.201,0.388,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802351ffffff,7,0.028,0.205,0.406,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802352ffffff,7,0.133,0.29,0.478,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802353ffffff,7,0.238,0.424,0.642,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802354ffffff,7,0.189,0.381,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802355ffffff,7,0.248,0.416,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802356ffffff,7,0.243,0.396,0.584,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802358ffffff,7,0.242,0.401,0.618,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802359ffffff,7,0.159,0.317,0.509,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080235affffff,7,0.308,0.474,0.688,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080235bffffff,7,0.237,0.414,0.616,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080235cffffff,7,0.149,0.322,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080235dffffff,7,0.222,0.418,0.621,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080235effffff,7,0.271,0.446,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802360ffffff,7,0.323,0.482,0.693,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802361ffffff,7,0.228,0.425,0.641,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802362ffffff,7,0.343,0.513,0.716,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802363ffffff,7,0.043,0.218,0.425,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802364ffffff,7,0.249,0.438,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802365ffffff,7,0.152,0.343,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802366ffffff,7,0.192,0.344,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802368ffffff,7,0.22,0.375,0.552,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802369ffffff,7,0.291,0.499,0.726,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080236affffff,7,0.133,0.336,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080236bffffff,7,0.078,0.27,0.445,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080236cffffff,7,0.315,0.482,0.696,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080236dffffff,7,0.354,0.531,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080236effffff,7,0.115,0.289,0.478,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802370ffffff,7,0.291,0.462,0.681,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802371ffffff,7,0.085,0.29,0.498,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802372ffffff,7,0.292,0.486,0.698,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802373ffffff,7,0.111,0.283,0.461,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802374ffffff,7,0.08,0.283,0.489,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802375ffffff,7,0.062,0.252,0.475,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802376ffffff,7,0.015,0.21,0.417,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802380ffffff,7,0.29,0.466,0.669,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802381ffffff,7,0.319,0.48,0.691,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802382ffffff,7,0.148,0.337,0.561,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802383ffffff,7,0.201,0.392,0.62,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802384ffffff,7,0.306,0.507,0.716,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802385ffffff,7,0.18,0.334,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802386ffffff,7,0.084,0.281,0.471,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802388ffffff,7,0.248,0.403,0.578,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802389ffffff,7,0.341,0.527,0.745,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080238affffff,7,0.0,0.14,0.369,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080238bffffff,7,0.293,0.493,0.69,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080238cffffff,7,0.278,0.48,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080238dffffff,7,0.523,0.692,0.887,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080238effffff,7,0.332,0.501,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802390ffffff,7,0.215,0.391,0.613,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802391ffffff,7,0.18,0.384,0.573,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802392ffffff,7,0.316,0.477,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802393ffffff,7,0.181,0.363,0.584,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802394ffffff,7,0.277,0.484,0.693,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802395ffffff,7,0.0,0.121,0.35,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802396ffffff,7,0.204,0.383,0.56,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802398ffffff,7,0.22,0.427,0.632,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802399ffffff,7,0.234,0.405,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080239affffff,7,0.304,0.477,0.658,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080239bffffff,7,0.23,0.413,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080239cffffff,7,0.171,0.33,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080239dffffff,7,0.359,0.546,0.728,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080239effffff,7,0.135,0.333,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a0ffffff,7,0.0,0.176,0.387,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a1ffffff,7,0.145,0.337,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a2ffffff,7,0.321,0.494,0.712,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a3ffffff,7,0.174,0.342,0.529,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a4ffffff,7,0.2,0.358,0.539,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a5ffffff,7,0.422,0.614,0.829,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a6ffffff,7,0.188,0.357,0.56,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a8ffffff,7,0.296,0.457,0.657,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023a9ffffff,7,0.085,0.269,0.444,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023aaffffff,7,0.506,0.716,0.942,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023abffffff,7,0.161,0.344,0.546,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023acffffff,7,0.101,0.29,0.479,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023adffffff,7,0.387,0.558,0.766,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023aeffffff,7,0.286,0.455,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b0ffffff,7,0.407,0.576,0.767,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b1ffffff,7,0.24,0.422,0.595,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b2ffffff,7,0.187,0.34,0.552,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b3ffffff,7,0.0,0.128,0.325,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b4ffffff,7,0.053,0.257,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b5ffffff,7,0.124,0.331,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708023b6ffffff,7,0.038,0.235,0.431,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802400ffffff,7,0.197,0.367,0.59,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802401ffffff,7,0.134,0.29,0.494,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802402ffffff,7,0.312,0.51,0.732,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802403ffffff,7,0.329,0.539,0.721,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802404ffffff,7,0.228,0.428,0.632,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802405ffffff,7,0.211,0.386,0.603,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802406ffffff,7,0.339,0.511,0.683,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802408ffffff,7,0.265,0.421,0.595,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802409ffffff,7,0.258,0.446,0.649,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080240affffff,7,0.298,0.457,0.64,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080240bffffff,7,0.107,0.294,0.476,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080240cffffff,7,0.162,0.368,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080240dffffff,7,0.201,0.364,0.54,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080240effffff,7,0.278,0.457,0.631,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802410ffffff,7,0.153,0.321,0.495,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802411ffffff,7,0.247,0.399,0.617,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802412ffffff,7,0.182,0.377,0.575,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802413ffffff,7,0.435,0.617,0.826,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802414ffffff,7,0.123,0.282,0.479,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802415ffffff,7,0.226,0.384,0.583,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802416ffffff,7,0.534,0.684,0.875,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802418ffffff,7,0.151,0.34,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802419ffffff,7,0.23,0.412,0.61,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080241affffff,7,0.1,0.255,0.443,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080241bffffff,7,0.271,0.427,0.601,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080241cffffff,7,0.296,0.471,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080241dffffff,7,0.094,0.298,0.468,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080241effffff,7,0.284,0.463,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802420ffffff,7,0.232,0.395,0.614,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802421ffffff,7,0.137,0.306,0.477,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802422ffffff,7,0.232,0.399,0.582,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870802423ffffff,7,0.259,0.432,0.612,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
